"net rent","living area","construction year","bathroom","kitchen","quality of location","central heating"
831,53,1980,0,0,1,1
1126.4,59,1994,0,0,1,1
1483.5,73,1963,0,0,1,1
1180,72,1972,0,0,1,1
745.9,64,1935,0,0,1,1
1165.7,95,1918,0,0,2,0
558.7,29,1957.5,0,0,2,1
781.5,64,1918,0,0,1,1
400.2,36,1955,0,0,2,1
586.3,110,1918,0,0,2,1
553.7,28,1929,0,0,2,1
517.4,58,1918,0,0,2,0
501.1,32,1972,0,0,1,1
406.5,70,1918,0,0,2,0
1010.5,60,1959,0,0,2,1
834.7,34,1957,0,0,2,1
1386.6,113,1929,0,0,2,1
390.3,57,1957.5,0,0,2,1
1708.5,80,1924,0,0,2,1
728.6,37,1929,0,0,2,1
610.7,68,1957.5,0,0,2,1
1005.1,78,1980,0,0,2,1
183.4,46,1918,0,0,1,1
766.2,75,1972,0,0,2,1
519.6,39,1968,0,0,1,1
737.6,73,1968,0,0,1,1
686.5,65,1959,0,0,1,1
985.2,68,1918,0,0,2,1
513.1,34,1957,0,0,1,1
609.9,50,1957.5,0,0,2,0
1006.8,70,1961,0,0,1,1
605.8,75,1961,0,0,1,1
526.6,41,1957.5,0,0,2,0
906.5,84,1991,0,0,1,1
613.6,59,1957.5,0,0,1,0
502.4,60,1956,0,0,1,0
507.1,32,1957.5,0,0,2,1
1250.9,68,1979,0,0,1,1
539.5,52,1960,0,0,2,1
947.5,67,1939,0,0,2,1
1227.9,90,1961,0,0,1,1
763.2,56,1955,0,0,1,1
589,56,1962,0,0,2,1
1199.4,50,1972,1,0,1,1
584.2,91,1939,0,0,1,0
1039.2,58,1984,0,0,1,1
873,86,1962,0,0,1,1
588.3,31,1972,0,0,1,1
1400.3,78,1955,0,0,1,1
1123.4,57,1972,0,0,2,1
557.8,118,1918,0,0,1,1
1051.5,109,1918,0,0,1,0
478.2,70,1918,0,0,2,0
1050,82,1985,0,0,1,1
812.8,82,1972,0,0,1,1
1043.4,75,1971,0,0,1,1
1230.8,85,1957.5,0,1,1,1
893,75,1984,1,0,1,1
601.5,76,1918,0,0,2,0
1133.8,47,1983,0,0,1,1
466.1,35,1994,0,0,2,1
1218.5,83,1983,0,0,1,1
1096.7,62,1929,0,0,2,1
547.5,60,1918,0,0,2,0
993.4,56,1957.5,0,0,1,1
804.5,84,1918,0,0,1,1
943.7,51,1956,0,0,2,1
439.3,54,1957.5,0,0,2,1
1011,130,1918,0,0,1,1
750.2,57,1996,0,0,1,1
957.6,49,1957.5,0,0,1,1
978.9,43,1972,0,0,1,1
662.6,55,1924,0,0,1,1
645.7,42,1918,0,0,1,1
814.3,60,1954,0,0,1,1
1332.9,110,1983,0,0,1,1
771,69,1957,0,0,1,1
586.3,71,1983,0,0,1,1
1107.9,100,1972,0,0,1,1
1230.7,86,1983,0,0,1,1
980.2,40,1991,0,0,1,1
948.3,87,1968,0,0,1,1
391.6,30,1972,0,0,1,1
367.3,21,1966,0,0,3,1
540.5,71,1963,0,0,1,1
633.9,97,1918,1,0,2,1
505.5,62,1955,0,0,1,1
608.6,67,1964,0,0,1,1
1266.3,94,1971,0,0,1,1
751.1,56,1972,0,0,1,1
700.8,36,1966,0,0,1,1
1009.5,48,1985,0,0,1,1
1051.6,65,1965,0,0,1,1
466.6,86,1960,1,0,1,1
604.4,76,1960,0,0,1,1
799.9,93,1955,1,0,1,1
521.4,28,1968,0,0,1,1
1377.1,84,1981,0,0,1,1
1752.9,95,1918,0,0,2,1
483.2,75,1918,0,0,2,1
1293.7,67,1991,0,0,2,1
1087.2,68,1970,0,0,1,1
717.1,65,1957.5,0,0,1,1
731.5,49,1983,0,0,1,1
510.8,38,1918,0,0,1,0
666.6,67,1936,0,0,2,0
730.2,35,1918,0,0,2,1
206.2,38,1957.5,0,0,1,1
1662.7,80,1972,0,0,3,1
2109.5,103,1959,0,0,1,1
1889.2,130,1929,0,0,2,1
871,75,1957.5,0,0,1,1
1706.3,102,1918,1,0,2,1
1290.4,79,1986,0,0,1,1
914.4,52,1929,0,0,1,1
642.1,54,1966,0,0,1,1
634.9,36,1967,0,0,1,1
555.2,38,1957.5,0,0,2,1
1128.4,58,1957.5,0,0,2,1
1155.3,91,1979,0,0,1,1
965.8,49,1994,0,1,1,1
842.4,96,1939,0,0,1,0
1655.4,108,1994.5,1,1,1,1
797.4,53,1939,0,0,2,1
1102,58,1983,0,0,2,1
553.6,58,1954,0,0,1,0
628.4,68,1960,0,0,1,1
1009.2,55,1981,0,0,1,1
314.7,54,1955,0,0,1,0
711.5,72,1968,0,0,1,1
967.6,45,1992,0,0,2,1
671.7,35,1972,0,0,2,1
1290.6,99,1939,0,1,2,1
358,70,1918,0,0,2,0
1150.8,66,1972,1,0,1,1
536.2,38,1970,0,0,1,1
1122.7,119,1939,0,0,2,0
1212.8,87,1962,0,0,1,1
355.5,38,1972,0,0,1,1
667.1,45,1971,0,0,1,1
275.4,86,1929,0,0,1,0
952.2,83,1972,0,0,1,1
1196.9,100,1983,0,0,1,1
757.9,57,1955,0,0,1,1
946,45,1941,0,0,1,1
2031.7,116,1964,1,1,2,1
552.5,30,1972,0,0,2,1
1100.1,68,1963,0,0,1,1
1498.5,74,1986,0,0,2,1
849.2,80,1973,0,0,1,1
790.6,78,1963,0,0,2,1
983.1,51,1989,0,0,1,1
992.2,58,1918,0,0,2,1
3024.8,160,1918,1,0,2,1
683.7,56,1918,0,0,1,1
599.6,23,1969,0,0,2,1
822.9,79,1991,0,0,2,1
938.1,58,1958,0,0,1,1
2857.6,155,1918,0,0,2,1
525,55,1939,0,0,2,1
1094.1,90,1962,0,0,1,1
956.8,63,1979,0,1,1,1
806.3,53,1996,0,1,1,1
1590.4,107,1972,0,0,3,1
1072.5,50,1991,0,0,2,1
494.3,30,1965,0,0,1,1
441.9,30,1965,0,0,1,1
838.1,31,1957.5,1,0,2,1
969.8,44,1994,0,0,1,1
1115.2,78,1959,0,0,1,1
576.6,67,1957.5,0,0,2,1
1406.3,92,1957.5,0,0,2,1
676.8,44,1985,0,0,1,1
1227.6,96,1979,0,0,1,1
643.2,48,1939,0,0,2,1
547.9,53,1957.5,0,0,2,0
529.5,38,1929,0,0,1,1
772.8,30,1959,0,0,2,1
780.2,64,1973,0,0,2,1
553.2,56,1957.5,0,0,2,1
544.1,48,1939,0,0,1,1
691.9,66,1957.5,0,0,2,1
634,62,1939,0,0,1,1
936.3,79,1971,0,0,1,1
1090.3,64,1924,0,0,2,1
572.9,77,1918,0,0,2,0
875.9,96,1918,0,0,2,0
1024.8,81,1957.5,0,0,1,1
602.2,52,1957.5,0,0,1,1
472,30,1957.5,0,0,2,1
711.2,37,1974,0,0,1,1
789.9,50,1929,0,0,3,1
1576.4,118,1924,0,0,2,1
1151.9,72,1996,1,0,1,1
1047.7,74,1939,0,0,1,1
1145.2,86,1963,0,0,1,1
928,55,1968,0,0,1,1
736.5,88,1957.5,0,0,1,1
1088.5,63,1982,0,0,1,1
1012.2,70,1957.5,0,0,1,1
873.8,93,1971,0,0,2,1
868.4,54,1996,0,0,1,1
817.9,82,1929,0,0,1,1
857.3,54,1976,0,0,2,1
725.5,43,1984,0,0,1,1
589.2,40,1938,0,0,2,1
1722.8,95,1970,0,0,3,1
1178.5,160,1918,0,0,2,1
828.6,56,1967,0,0,1,1
690.4,55,1958,0,0,1,1
1883.9,125,1918,0,0,2,0
788.3,36,1972,0,0,2,1
331.3,27,1972,0,0,2,1
857.1,58,1957.5,0,0,2,1
1261.2,64,1995,0,1,2,1
971.4,84,1957.5,0,0,1,1
840.6,60,1976,0,0,1,1
656.6,56,1964,0,0,2,1
842.2,47,1983,0,0,1,1
1138,86,1937,0,0,1,0
506.1,60,1918,0,0,1,0
1139.5,127,1918,0,0,2,1
558.6,55,1957.5,0,0,1,1
503.9,51,1932,0,0,1,1
1233.2,62,1973,0,0,2,1
1156.1,89,1962,0,0,2,1
1688.6,75,1982,0,0,2,1
1267,86,1970,0,0,1,1
638,31,1971,0,0,2,1
654.8,38,1957.5,0,0,1,1
711.6,75,1962,0,0,1,1
595.5,90,1918,0,0,1,1
2268.8,115,1955,1,0,3,1
1157.3,65,1918,0,0,1,1
1330.3,65,1984,0,0,1,1
794.6,37,1991,0,0,1,1
689.8,66,1963,0,0,1,1
839.9,56,1983,0,0,2,1
1052.2,75,1971,0,0,1,1
680.2,54,1983,0,0,2,1
1370.9,84,1970,1,0,2,1
921.1,65,1963,0,0,1,1
756.6,47,1972,0,0,1,1
1119.5,90,1970,0,0,1,1
759.7,37,1971,0,0,1,1
696.4,63,1964,1,0,1,1
1139,100,1968,0,0,1,1
824.4,58,1962,0,0,1,1
997,56,1984,0,0,2,1
1212,58,1986,0,0,1,1
465.2,33,1973,0,0,1,1
1032.2,64,1961,0,0,1,1
632.3,32,1961,0,0,1,1
1298.3,81,1968,0,0,1,1
954.7,76,1939,0,0,1,1
1206.1,78,1994.5,0,0,1,1
1161.9,81,1985,0,1,1,1
986.5,50,1972,0,0,1,1
694.4,38,1958,0,0,1,1
443.7,65,1957.5,0,0,2,1
1126.1,67,1967,0,1,1,1
1085,101,1929,0,0,2,1
636,26,1960,0,0,1,1
1283.5,67,1991,0,1,1,1
1308.6,77,1959,0,0,2,1
761.9,57,1972,0,0,2,1
1289.3,72,1972,0,0,1,1
837.1,38,1972,0,0,2,1
1555.3,57,1977,0,0,3,0
1061.1,68,1957.5,0,0,1,1
800.1,79,1989,0,0,1,1
878.9,90,1989,0,0,1,1
828.2,65,1968,0,0,1,1
759.8,69,1956,0,0,2,1
386,70,1956,0,0,1,0
769.5,50,1972,0,0,1,1
590.5,57,1957.5,0,0,1,0
532.7,33,1939,0,0,1,1
1641.2,130,1918,0,0,3,1
557.4,58,1955,0,0,1,1
1518.6,81,1993,0,0,1,1
422,50,1963,0,0,1,1
969.8,60,1929,0,0,1,1
488.7,52,1959,0,0,1,1
1357.5,79,1973,0,0,2,1
787.1,41,1986,0,0,1,1
1685.6,105,1969,0,0,3,1
534.9,40,1972,0,0,1,1
785.5,69,1983,1,0,2,1
569.1,29,1966,0,0,1,1
860.3,56,1967,0,0,1,1
824.5,120,1918,0,0,1,1
1053.3,122,1918,0,0,1,1
699.7,100,1918,0,0,1,1
1316.9,87,1980,0,0,1,1
1020,63,1918,0,0,1,1
504.1,65,1929,0,0,2,0
400.2,110,1929,0,0,3,0
718.7,34,1961,0,0,2,1
897,64,1963,0,0,1,1
1017.3,72,1972,0,0,2,1
1677.6,94,1982,0,0,1,1
799.3,88,1955,0,0,2,1
557,35,1971,0,0,1,1
1255.3,65,1972,0,0,2,1
498.2,93,1918,0,0,1,0
827.7,73,1957.5,0,0,1,1
608.3,54,1918,0,0,2,0
538.9,50,1957.5,0,0,2,1
1257.7,62,1972,0,0,1,1
820.9,56,1957.5,0,0,2,1
861.1,77,1969,0,0,1,1
929.7,60,1961,0,0,2,1
315.5,24,1960,0,0,2,1
583.9,46,1957.5,0,0,1,1
1427.9,72,1918,0,1,2,1
862,46,1952,0,1,2,1
578,32,1971,0,0,2,1
1096.7,50,1984,0,0,2,0
1295.9,77,1957.5,0,0,2,1
889.7,39,1957.5,0,0,2,1
919.4,67,1957.5,0,0,2,1
699.4,98,1963,0,0,2,1
607.4,30,1968,0,0,1,1
838.2,45,1992,0,0,2,1
306.6,58,1929,0,0,2,0
1307.7,64,1991,0,0,2,1
593.3,28,1961,0,0,2,1
700.9,80,1970,0,0,1,1
812.7,43,1957.5,0,0,2,1
600.6,35,1959,0,0,2,1
628.2,38,1959,0,0,1,1
517.9,49,1963,0,0,1,1
452.3,62,1972,0,0,1,1
1236.1,117,1918,0,0,2,1
573.7,59,1960,0,0,1,1
500.5,84,1961,0,0,1,1
978.1,63,1957.5,0,0,2,1
1360.8,112,1918,0,0,2,1
866.5,56,1969,0,0,1,1
1066.6,86,1918,0,0,1,1
1295.4,90,1956,0,0,1,1
970.1,59,1958,0,0,2,1
1046.7,92,1918,0,0,2,1
629.9,47,1967,0,0,1,1
619.1,65,1957.5,0,0,1,1
1151.7,62,1918,0,0,1,1
385.5,56,1929,0,0,1,0
891.4,65,1961,0,0,2,1
549.6,95,1959,0,0,2,1
941.2,65,1960,0,0,1,1
1452.9,100,1985,0,0,1,1
489.6,80,1929,0,0,1,0
736.3,68,1939,0,0,1,1
937.7,53,1957.5,0,0,2,1
629.6,37,1966,0,0,2,1
444.2,73,1972,0,0,1,0
1209.7,80,1957.5,0,0,2,1
436.1,64,1934,0,0,2,1
1038.9,70,1955,0,1,1,1
1211.3,67,1961,0,0,2,1
740.9,50,1958,0,0,2,1
665.6,34,1972,0,0,1,1
810.7,134,1918,0,0,2,1
684.8,54,1929,0,0,2,1
1105,52,1929,0,0,2,1
1183.6,65,1994,0,1,1,1
442.1,38,1958,0,0,1,1
1043.8,53,1939,0,0,1,1
773.5,70,1961,0,0,2,1
340.9,59,1929,0,0,1,1
537.1,52,1957.5,0,0,2,1
1261.3,120,1939,0,0,3,1
1368.7,65,1929,0,0,2,1
1126.6,106,1954,0,0,1,1
956,67,1957.5,0,0,1,1
536.9,40,1965,0,0,1,1
1148.8,66,1959,0,0,1,1
1550.4,70,1989,0,0,1,1
1089.5,109,1929,0,0,2,1
560.6,30,1971,0,0,2,1
495.4,47,1972,0,0,1,1
971.1,60,1979,0,0,1,1
923.7,60,1929,0,0,2,1
652.3,48,1957.5,0,0,2,1
328.3,30,1939,0,0,1,0
1227.2,53,1957.5,0,0,2,1
541.2,58,1924,0,0,2,1
863,88,1951,1,0,1,1
1439.1,80,1972,0,0,2,1
700.3,72,1963,1,0,1,1
829.5,69,1964,0,0,1,1
855.6,55,1959,0,0,1,1
996.4,63,1963,0,0,1,1
500.3,37,1957.5,0,0,1,1
1007.5,155,1929,1,0,1,1
408.7,48,1962,0,0,2,1
1471.3,73,1969,0,0,3,1
626,54,1960,0,0,1,1
1783.3,107,1959,0,0,2,1
701.7,53,1973,0,0,1,1
268.6,86,1939,0,0,2,1
1201.2,70,1918,0,0,2,1
651.1,75,1957.5,0,0,1,1
591.3,72,1954,0,0,1,0
600.6,72,1970,0,0,2,1
1014.7,60,1984,0,0,2,1
347.7,39,1957.5,0,0,1,1
902.2,83,1924,0,0,1,1
1078.5,120,1918,0,0,1,1
1549.6,98,1929,0,0,2,1
564.5,36,1957.5,1,0,2,1
1129.4,85,1969,0,0,1,1
884.4,83,1972,0,0,1,1
1109,50,1994,0,0,2,1
644.7,43,1969,0,0,1,1
619.7,48,1966,0,0,2,1
1422.8,98,1959,1,0,2,1
1116.7,89,1979,0,1,1,1
1545.5,85,1980,0,0,2,1
592.1,59,1960,0,0,1,1
809.2,75,1929,0,0,1,1
381.2,62,1918,0,0,1,0
771,65,1994,0,0,2,1
371.2,37,1924,0,0,1,1
1189.7,97,1994,0,0,1,1
1281.3,59,1991,0,0,3,1
822.7,45,1965,0,0,1,1
727.2,42,1983,0,0,1,1
593.3,45,1941,0,0,1,1
776.5,82,1935,0,0,1,1
485.8,38,1995,0,0,1,1
573.7,29,1956,0,0,2,1
635.3,61,1957.5,0,0,2,1
691.1,105,1918,0,0,2,1
783.8,43,1918,0,0,1,0
1323.7,85,1918,0,0,1,1
1989.2,96,1918,0,1,2,1
979.7,85,1957.5,0,0,2,1
712.3,82,1957.5,0,0,1,1
743.3,54,1957.5,0,0,2,1
577.9,28,1957.5,0,0,2,1
837.4,71,1973,0,0,1,1
891.1,54,1968,0,0,1,1
655.4,32,1973,0,0,2,1
1687.3,77,1994.5,0,1,2,1
412.7,21,1972,0,0,2,1
645.8,90,1918,0,0,2,1
1020.6,48,1996,0,0,1,1
492.5,52,1957.5,0,0,1,1
1217.5,66,1929,0,0,2,1
698.6,32,1967,0,0,1,1
350.8,85,1929,0,0,1,0
664.4,50,1956,0,0,1,0
2194.7,140,1918,1,0,2,1
1172.3,65,1929,0,0,1,0
797.9,80,1929,0,0,1,1
552.3,94,1918,0,0,1,0
1179.7,89,1973,0,0,1,1
590.9,33,1970,0,0,1,1
612.5,65,1972,0,0,1,1
1021,68,1961,0,1,1,1
283.3,56,1918,0,0,1,0
1175.5,68,1972,0,0,1,1
1009.2,78,1939,0,0,1,1
2361.3,115,1955,0,0,3,1
887.9,78,1968,0,0,2,1
1383.1,63,1971,0,0,2,1
1117.5,67,1972,1,0,1,1
537.3,88,1934,0,0,2,1
346,50,1929,0,0,2,0
780.4,95,1918,0,0,2,1
1128.4,93,1964,1,0,1,1
1231.2,55,1981,0,0,1,1
769.5,50,1967,0,0,1,1
1532.2,157,1918,0,0,2,1
1428,80,1991,0,0,2,1
854.7,43,1991,0,0,2,1
648.7,80,1960,0,0,2,1
418.4,49,1948,0,0,1,1
431.5,50,1918,0,0,1,1
643.6,43,1952,0,0,1,1
233.2,43,1937,0,0,2,0
597.2,47,1952,0,0,1,1
1723.3,110,1918,0,0,2,1
450.3,80,1929,0,0,2,0
635.4,63,1957.5,0,0,2,1
851.3,48,1957.5,0,0,2,1
798.3,50,1918,0,0,2,0
847.6,39,1972,0,0,2,1
425.3,25,1961,0,0,1,1
1204.8,62,1956,0,0,1,0
1001.3,68,1957.5,0,0,2,1
899.6,81,1959,1,0,2,1
753.3,79,1991,0,0,1,1
1571.3,72,1976,0,0,2,1
499.6,61,1961,0,0,1,1
933.9,56,1964,0,0,1,1
339.8,60,1918,0,0,1,1
1266.5,56,1985,0,0,2,1
533.7,42,1940,0,0,1,1
1311.7,84,1970,0,0,2,1
539.6,26,1959,0,0,1,1
858.2,95,1918,0,0,1,1
804.3,76,1929,0,0,1,1
787.7,78,1957.5,0,0,1,1
536.8,40,1966,0,0,1,1
795.3,33,1973,0,0,1,1
1386.7,80,1981,1,0,3,1
1161.1,106,1969,1,0,1,1
488.2,48,1972,0,0,1,1
749.4,64,1960,0,0,1,1
1349.3,86,1965,0,0,1,1
1570.3,83,1957.5,0,0,2,1
430.7,68,1972,0,0,1,1
998.9,57,1988,0,0,1,1
471.1,55,1957.5,0,0,2,0
1601.9,95,1983,0,0,2,1
492.4,39,1961,0,0,1,0
907,85,1973,0,0,1,1
556.9,28,1950,0,0,1,1
351.6,56,1939,0,0,1,1
965.4,32,1991,1,0,2,1
863.6,64,1918,0,0,1,1
356.3,57,1918,0,0,2,1
463.7,40,1994.5,0,0,1,1
481.5,110,1918,0,0,1,0
1263.6,86,1972,0,0,1,1
495.8,60,1918,0,0,1,0
446.9,32,1968,0,0,1,1
231.3,60,1939,0,0,1,0
646.8,41,1961,0,0,1,1
706.7,49,1957.5,0,0,1,1
500.9,33,1961,0,0,1,1
382.5,59,1990,0,0,3,1
650.4,34,1965,0,0,1,1
623.4,35,1929,0,0,2,1
636.2,36,1972,0,0,1,1
214.4,26,1918,0,0,2,0
2289.6,137,1918,0,1,2,1
736,82,1939,0,0,1,1
361.4,30,1959,0,0,3,1
997.9,72,1991,0,0,2,1
278.5,51,1940,0,0,2,0
612.9,34,1977,0,0,2,1
350.1,29,1959,0,0,3,1
1096.3,145,1929,0,0,1,1
645.1,20,1972,0,0,2,1
760.5,56,1957.5,0,0,1,1
732.3,35,1939,0,0,1,1
664.6,63,1954,0,0,1,1
852.3,64,1959,0,0,2,1
926.9,73,1968,0,0,1,1
1813.3,100,1972,1,0,1,1
980.9,85,1957.5,0,0,2,1
1051.4,54,1939,0,0,2,1
841.5,39,1957.5,0,1,2,1
673.5,78,1961,0,0,1,1
475.5,37,1957,0,0,2,1
1060.8,69,1984,0,0,2,1
533.8,30,1960,0,0,1,1
586.4,57,1940,0,0,1,1
643.3,85,1969,0,0,3,1
564.4,20,1957.5,0,0,2,1
1074.6,68,1957.5,0,0,2,1
714,56,1962,0,0,1,1
927.6,86,1953,0,0,1,1
279.7,32,1955,0,0,1,1
1037.1,74,1960,0,0,3,1
517.1,65,1959,0,0,1,0
500.6,35,1950,0,0,1,1
568.2,83,1961,0,0,1,1
777.7,79,1958,0,0,1,1
941.3,98,1974,0,0,1,1
593.8,101,1929,0,0,2,1
1434.6,75,1918,0,0,2,1
1355.5,84,1981,1,1,1,1
514.5,51,1958,0,0,1,1
657.2,58,1939,0,0,2,0
721.2,35,1957,0,0,2,1
934.3,56,1972,0,0,1,1
861.2,61,1954,0,0,1,1
506.8,77,1968,0,0,1,1
1147.4,65,1993,1,1,1,1
567.8,33,1983,0,1,1,1
917.7,96,1929,0,0,1,1
1021.3,136,1929,0,0,1,0
1092.4,68,1981,0,0,2,1
885.3,56,1970,0,0,1,1
426.2,76,1939,0,0,1,1
1442.7,49,1994,1,1,2,1
592.3,41,1973,0,0,1,1
595.7,60,1963,0,0,1,1
190.2,63,1918,0,0,1,0
679.1,58,1967,0,0,1,1
829.1,44,1957.5,0,0,2,1
741.9,72,1993,1,0,2,1
975.7,70,1930,0,0,2,1
1230,55,1939,0,0,2,1
917.1,76,1963,0,0,2,1
891.2,63,1924,0,0,2,1
1005.4,72,1974,0,0,1,1
658.2,82,1939,0,0,1,1
903.7,44,1991,0,0,1,1
603.3,87,1918,0,0,2,0
655.2,102,1929,0,0,2,1
2216.1,124,1918,1,0,1,1
431,46,1948,0,0,1,1
627.9,35,1957.5,0,0,2,1
1008.3,60,1984,0,0,1,1
1134.5,81,1986,1,1,1,1
1183.1,85,1957.5,0,0,2,1
393.7,49,1963,0,0,1,0
644.2,35,1972,0,0,1,1
647.6,57,1929,0,0,1,1
823.4,50,1971,0,0,1,1
724.6,78,1939,0,0,2,1
637.4,45,1959,0,0,2,1
1196.2,77,1967,0,0,2,1
961.4,48,1988,0,0,1,1
1015.3,65,1957.5,0,0,2,1
686.3,52,1932,0,0,1,1
455.9,32,1972,0,0,1,1
575,28,1957.5,0,0,1,1
522.2,52,1957.5,0,0,2,1
875,65,1972,0,0,1,1
390.8,68,1952,0,0,3,1
366.5,54,1957.5,0,0,2,1
893.2,90,1918,0,0,2,1
1442.3,83,1964,0,0,1,1
713.1,63,1960,0,0,1,1
565.2,43,1918,0,0,2,1
808,40,1990,0,0,2,1
650.2,36,1979,0,0,1,1
1508,75,1929,0,0,2,1
658.5,67,1924,0,0,2,0
934.2,77,1956,0,0,2,1
962.7,32,1957.5,0,0,1,1
416.8,21,1959,0,0,2,1
749.8,62,1973,0,0,1,1
1331.5,100,1963,0,1,1,1
500.5,33,1972,0,0,1,1
971.1,60,1973,0,0,2,1
513.8,62,1939,0,0,2,1
1249.5,63,1936,0,0,2,1
1300,97,1974,1,0,1,1
1243.7,67,1939,0,0,1,0
842.2,47,1984,0,1,1,1
592.1,60,1957.5,0,0,2,1
630.3,31,1918,0,1,1,1
874,64,1973,0,0,2,1
869.4,86,1950,0,0,1,0
764.1,99,1918,0,0,2,1
835.4,63,1968,0,0,2,1
873.1,120,1924,0,0,2,1
1546.8,95,1939,0,0,1,1
760.3,67,1959,0,0,1,1
1457.2,110,1957.5,0,0,1,1
866.3,41,1972,0,0,1,1
411,44,1918,0,0,1,0
730.9,80,1954,0,0,1,1
1017.9,112,1918,0,0,2,1
770.8,75,1967,0,0,1,1
2220.6,120,1971,0,0,3,1
520.7,85,1988,1,0,1,1
1122.7,160,1918,0,0,2,0
921.5,53,1973,0,1,1,1
1148.6,86,1985,1,0,1,1
849.6,93,1918,0,0,2,0
1024.5,67,1971,0,0,2,1
1389.6,83,1918,0,0,2,0
1624.8,110,1918,1,0,2,1
1086.8,41,1972,0,0,2,1
703.6,62,1953,0,0,2,0
